"pvp","referencia","controlstock","imagen","codfamilia","codsubcuentairpfcom","descripcion","codsubcuentacom","tipocodbarras","costemedio","stockmax","stockfis","codimpuesto","codbarras","observaciones","stockmin","idsubcuentacom","idsubcuentairpfcom"
"0.0000000","AN5836","1",,"IC",,"IC-2 CHAN TONE/VOLUME CKT,12-P SIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1780
IC-2 CHAN TONE/VOLUME CKT,12-P SIP
","0.0000000",NULL,NULL
"2.9500000","AN5836/JAP","0",,"IC",,"IC-2 CHAN TONE/VOLUME CKT,12-P SIP",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1780
IC-2 CHAN TONE/VOLUME CKT,12-P SIP","0.0000000",NULL,NULL
"0.9000000","AN5862K","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN5891K","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"4.6000000","AN5891KjaP","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.5100000","AN5900","0",,"IC",,"IC-LINEAR SWITCHING REGULATOR",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G7044
IC-LINEAR SWITCHING REGULATOR
","0.0000000",NULL,NULL
"1.1400000","AN6130N","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.2600000","AN6135","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.2000000","AN6136","0",NULL,"IC",NULL,"IC",NULL,"Code39",NULL,"0.0000000","3.0000000",NULL,NULL,"G++","0.0000000",NULL,NULL
"0.0000000","AN6137","1",,"IC",,"IC",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN6161","1",,"IC",,"IC",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"8.8300000","AN6161K","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"3.2000000","AN6247","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.5900000","AN6250","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.2400000","AN6263","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"4.2700000","AN6306","0",,"IC",,"IC-VCR REC/VIDEO PROC CKT,22-PIN DIP",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G1712
IC-VCR REC/VIDEO PROC CKT,22-PIN DIP
","0.0000000",NULL,NULL
"1.7100000","AN6326N","0",,"IC",,"IC-VCR HEAD AMP (2AMP),18-PIN DIP",,"Code39","0.0000000","2.0000000","10.0000000","IVA13",,"G1689
IC-VCR HEAD AMP (2AMP),18-PIN DIP
","0.0000000",NULL,NULL
"3.6600000","AN6341","0",,"IC",,"IC-VCR,CAPSTAN SERVO CTRL CKT,16P DIP",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1425
IC-VCR,CAPSTAN SERVO CTRL CKT,16P DIP
","0.0000000",NULL,NULL
"3.5100000","AN6341NS","0",,"IC",,"IC -VCR,CAPSTAN SERVO CTRL CKT,16P DIP superficial",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1425","0.0000000",NULL,NULL
"3.4200000","AN6343","0",,"IC",,"IC-VCR AUTO DISCRIMINATOR,18-PIN DIP",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1700
IC-VCR AUTO DISCRIMINATOR,18-PIN DIP
","0.0000000",NULL,NULL
"11.1400000","AN6350","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1701","0.0000000",NULL,NULL
"8.9100000","AN6387","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1630","0.0000000",NULL,NULL
"0.0000000","AN6500","1",,"IC",,"IC",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.6000000","AN6540","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.0000000","AN6541","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.2500000","AN6552SDM/JAP","0",,"IC",,"IC-DUAL OP AMP,8 PIN DIP DIFERENTE",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G778A
IC-DUAL OP AMP,8 PIN DIP
","0.0000000",NULL,NULL
"2.0600000","AN6554","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN6605","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.8600000","AN6610","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G7089","0.0000000",NULL,NULL
"1.1400000","AN6612","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"6.8800000","AN6638","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.8000000","AN6650","0",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.0000000","AN6651","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G++
(6651) up2d","0.0000000",NULL,NULL
"1.1400000","AN6780","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"2.5400000","AN6882","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN6884","1",,"IC",,"IC-5 LED VU LEVEL METER DR,9-PIN SIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1561
IC-5 LED VU LEVEL METER DR,9-PIN SIP
","1.0000000",NULL,NULL
"1.8500000","AN7024","0",NULL,"IC",NULL,"IC",NULL,"Code39",NULL,"0.0000000","4.0000000",NULL,NULL,"G++","0.0000000",NULL,NULL
"0.0000000","AN7025K","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7062","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1865","0.0000000",NULL,NULL
"1.1400000","AN7072","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","47.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.4300000","AN7105","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.4900000","AN7108","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7110","1",,"IC",,"IC-1.2W AUDIO POWER AMP,9-PIN SIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1704
IC-1.2W AUDIO POWER AMP,9-PIN SIP
","0.0000000",NULL,NULL
"1.1400000","AN7111","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7112E","1",,"IC",,"IC-AF POWER OUTPUT,9-PIN SIP
",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1465","1.0000000",NULL,NULL
"1.4500000","AN7112Ejap","0",,"IC",,"IC-AF POWER OUTPUT,9-PIN SIP
",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1465
IC-AF POWER OUTPUT,9-PIN SIP
","0.0000000",NULL,NULL
"1.8500000","AN7114E","0",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.5800000","AN7115E","0",,"IC",,"IC-AF POWER OUTPUT 2.1W,14-PIN DIP",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1381
IC-AF POWER OUTPUT 2.1W,14-PIN DIP
","1.0000000",NULL,NULL
"1.1500000","AN7116","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7117","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.1100000","AN7118","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"5.1000000","AN7120","0",,"IC",,"IC-AF POWER OUTPUT 2.3W,14-PIN DIP
",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1463","1.0000000",NULL,NULL
"1.1400000","AN7123","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7124","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++
AN5522= AN7124 / AN7591","0.0000000",NULL,NULL
"3.2000000","AN7124jap","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7125","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"5.2000000","AN7125jap","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.8600000","AN7131","0",,"IC",,"IC-AF POWER OUTPUT 5W,9-PIN SIP
",,"Code39","0.0000000","2.0000000","13.0000000","IVA13",,"G1365","1.0000000",NULL,NULL
"0.0000000","AN7133Njap","1",,"IC",,"IC",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7134NR","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"3.5000000","AN7135jap","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.8500000","AN7140","0",,"IC",,"IC-AF POWER OUTPUT 5W,9-PIN SIP
",,"Code39","0.0000000","2.0000000","6.0000000","IVA13",,"G1365","1.0000000",NULL,NULL
"1.7800000","AN7142","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"5.7100000","AN7143","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","9.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7143/JAP","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7145","1",,"IC",,"IC-DUAL AF POWER OUTPUT 5.1W,18-P DIP
",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1383","1.0000000",NULL,NULL
"4.0000000","AN7145M","0",,"IC",,"IC-DUAL AF POWER OUTPUT 5.1W,18-P DIP
",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1383","0.0000000",NULL,NULL
"0.0000000","AN7146","1",,"IC",,"IC-AF POWER OUTPUT DUAL 5W,18-PIN DIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1367
IC-AF POWER OUTPUT DUAL 5W,18-PIN DIP
","0.0000000",NULL,NULL
"10.6400000","AN7146M/JAP","0",,"IC",,"IC-AF POWER OUTPUT DUAL 5W,18-PIN DIP",,"Code39","0.0000000","2.0000000","7.0000000","IVA13",,"G1367","0.0000000",NULL,NULL
"0.0000000","AN7146jap","1",,"IC",,"IC-AF POWER OUTPUT DUAL 5W,18-PIN DIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1367","1.0000000",NULL,NULL
"2.7000000","AN7147Njap","0",,"IC",,"IC-LINEAR DUAL 5.3W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G7041","1.0000000",NULL,NULL
"0.0000000","AN7148","1",,"IC",,"IC-LINEAR DUAL 5.3W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G7061
IC-LINEAR DUAL 5.3W AUDIO POWER AMP
","0.0000000",NULL,NULL
"0.0000000","AN7148jap","1",,"IC",,"IC-LINEAR DUAL 5.3W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G7061","1.0000000",NULL,NULL
"0.0000000","AN7149/JAP","1",,"IC",,"IC-LINEAR DUAL 5.3W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G7061","0.0000000",NULL,NULL
"2.5300000","AN7149N","0",,"IC",,"IC-LINEAR DUAL 5.3W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G7061","1.0000000",NULL,NULL
"2.5000000","AN7149Njap","0",,"IC",,"IC-LINEAR DUAL 5.3W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G7061","1.0000000",NULL,NULL
"4.2500000","AN7151","0",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"18.6000000","AN7151Njap","0",NULL,"IC",NULL,"IC",NULL,"Code39",NULL,"0.0000000","1.0000000",NULL,NULL,"G++","0.0000000",NULL,NULL
"0.0000000","AN7156N","1",,"IC",,"IC-DUAL AUDIO PO 5.3W/CH, 12-PIN SIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1371
IC-DUAL AUDIO PO 5.3W/CH, 12-PIN SIP
","1.0000000",NULL,NULL
"5.5000000","AN7158","0",,"IC",,"IC-DUAL AF POWER OUTPUT 5.5W,12-P SIP",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G1373
IC-DUAL AF POWER OUTPUT 5.5W,12-P SIP
","1.0000000",NULL,NULL
"4.2000000","AN7161NFPjap","0",,"IC",,"IC-LINEAR 20W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G7011
IC-LINEAR 20W AUDIO POWER AMP
","1.0000000",NULL,NULL
"0.0000000","AN7161Ngen","1",,"IC",,"IC-LINEAR 20W AUDIO POWER AMP
",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G7011
IC-LINEAR 20W AUDIO POWER AMP
","0.0000000",NULL,NULL
"0.0000000","AN7161Njap","1",,"IC",,"IC-LINEAR 20W AUDIO POWER AMP
",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G7011","0.0000000",NULL,NULL
"0.0000000","AN7163","1",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"3.2000000","AN7163jap","0",NULL,"IC",NULL,"IC",NULL,"Code39",NULL,"0.0000000","2.0000000",NULL,NULL,"G++","0.0000000",NULL,NULL
"0.0000000","AN7164","1",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"6.3500000","AN7164jap","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7168","1",,"IC",,"IC0DUAL AF POWER OUTPUT 5.8W,12-P SIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1395
IC0DUAL AF POWER OUTPUT 5.8W,12-P SIP
","1.0000000",NULL,NULL
"3.1800000","AN7168jap","0",,"IC",,"IC0DUAL AF POWER OUTPUT 5.8W,12-P SIP",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G1395","0.0000000",NULL,NULL
"5.6100000","AN7169jap","0",,"IC",,"IC0DUAL AF POWER OUTPUT 5.8W,12-P SIP",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G1395","1.0000000",NULL,NULL
"0.0000000","AN7170","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7171K","1",,"IC",,"IC-DUAL 14W AUDIO PWR AMP,16-PIN SIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G7113
IC-DUAL 14W AUDIO PWR AMP,16-PIN SIP
","1.0000000",NULL,NULL
"9.5000000","AN7171Kjap","0",,"IC",,"IC-DUAL 14W AUDIO PWR AMP,16-PIN SIP",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G7113","0.0000000",NULL,NULL
"7.4500000","AN7173Kjap","0",,"IC",,"IC- LINEAD DUAL 14W AUDIO POWER AMP",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G7059
IC- LINEAD DUAL 14W AUDIO POWER AMP
","1.0000000",NULL,NULL
"9.8800000","AN7174K","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"11.8800000","AN7176K","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"7.4000000","AN7177jap","0",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"3.4000000","AN7178jap","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","7.0000000","IVA13",,"G1398","1.0000000",NULL,NULL
"10.5500000","AN7183NK/JAP","0",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"10.0000000","AN7190K/JAP","0",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"4.9500000","AN7191K","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7191NC/JAP","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"18.6900000","AN7191NZjap","0",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.1400000","AN7205","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","61.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.1400000","AN7213","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","6.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.5800000","AN7218","0",,"IC",,"IC-FM/AM IF AMP,16-PIN DIP",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G1563
IC-FM/AM IF AMP,16-PIN DIP
","1.0000000",NULL,NULL
"0.0000000","AN7220","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7220/JAP","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.2000000","AN7220Ajap","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1435","1.0000000",NULL,NULL
"2.7500000","AN7222","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.6500000","AN7224","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"4.4600000","AN7226","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7236","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.1000000","AN7254","0",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","6.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"3.1000000","AN7256","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7266","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"3.0600000","AN7273","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G1889","0.0000000",NULL,NULL
"0.0000000","AN7273/O","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1889","0.0000000",NULL,NULL
"3.1600000","AN7273jap","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G1889","1.0000000",NULL,NULL
"1.2500000","AN7310","0",,"IC",,"IC-DUAL AUDIO PREAMP,9-PIN SIP",,"Code39","0.0000000","2.0000000","8.0000000","IVA13",,"G1435
IC-DUAL AUDIO PREAMP,9-PIN SIP
","0.0000000",NULL,NULL
"1.8500000","AN7312jap","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.9400000","AN7316","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.9900000","AN7317","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"1.1400000","AN7320","0",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.8000000","AN7330K","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","8.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7332SUP/JAP","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.1000000","AN7332Sjap","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","10.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"2.0000000","AN7333K","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"1.4300000","AN7345K","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","47.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7348","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7348Kjap","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","2.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7348jap","1",,"IC",,"IC",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"0.0000000","AN7348k","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"3.8300000","AN7363N","0",NULL,"IC",NULL,"IC",NULL,"Code39",NULL,"0.0000000","2.0000000",NULL,NULL,"G++","0.0000000",NULL,NULL
"0.0000000","AN7410N/JAP","1",,"IC",,"IC-FM STEREO DEMOD,16-PIN DIP",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G1560
IC-FM STEREO DEMOD,16-PIN DIP
","0.0000000",NULL,NULL
"2.5000000","AN7410Njap","0",,"IC",,"IC-FM STEREO DEMOD,16-PIN DIP",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G1560","1.0000000",NULL,NULL
"1.1400000","AN7420","0",,"IC",,"IC-PLL FM STEREO MULTIPLEXER,9-PIN SIP",,"Code39","0.0000000","2.0000000","88.0000000","IVA13",,"G1657
IC-PLL FM STEREO MULTIPLEXER,9-PIN SIP
","1.0000000",NULL,NULL
"2.5500000","AN7465K","0",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","1.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"0.0000000","AN7511","1",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"4.2000000","AN7511jap","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G++","1.0000000",NULL,NULL
"3.7500000","AN7522Njap","0",,"IC",,"IC-DUAL 5W AUDIO PWR AMP",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G7221
IC-DUAL 5W AUDIO PWR AMP
AN17821A LA4225
La sobretension electrica de baja de este IC, por lo tanto, tenga mucho cuidado cuando se utiliza el
pasador siguiente (en 200pF):
Pin 5 = 140 V, Pin 6 = 140 V, Pin 9 = 130 V, Pin 8 = 150 V","1.0000000",NULL,NULL
"2.6500000","AN7523Njap","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"13.8000000","AN7550NZAjap","0",NULL,"IC",NULL,"IC",NULL,"Code39",NULL,"0.0000000","2.0000000",NULL,NULL,"G++","0.0000000",NULL,NULL
"0.0000000","AN75512/JAP","1",,"IC",,"CIRCUITO INTEGRADO",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++","0.0000000",NULL,NULL
"16.5000000","AN7551Zjap","0",NULL,"IC",NULL,"IC",NULL,"Code39",NULL,"0.0000000","2.0000000",NULL,NULL,"G++","0.0000000",NULL,NULL
"0.0000000","AN7591N","1",,"IC",,"Circuito Integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++
AN5522= AN7124 / AN7591 ","0.0000000",NULL,NULL
"0.0000000","AN7591gen","1",,"IC",,"Circuito integrado",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G++
Sony 8-759-835-98 =AN5522= AN7124 = AN7591 ","0.0000000",NULL,NULL
"5.8500000","AN7591jap","0",,"IC",,"IC",,"Code39","0.0000000","2.0000000","3.0000000","IVA13",,"G++
Sony 8-759-835-98 = AN5522= AN7124 / AN7591 ","1.0000000",NULL,NULL
"0.0000000","AN7805/O","1",,"IC",,"IC-POS VR,5V,1A,TO-220",,"Code39","0.0000000","2.0000000","0.0000000","IVA13",,"G960
IC-POS VR,5V,1A,TO-220
","0.0000000",NULL,NULL
"0.7500000","AN7805jap","1",,"IC",,"IC-POS VR,5V,1A,TO-220",,"Code39","0.0000000","2.0000000","4.0000000","IVA13",,"G960
IC-POS VR,5V,1A,TO-220
","0.0000000",NULL,NULL
